date,author,title
2022-10-14 16:54:20+00:00,Victoria Tucci,Artificial Intelligence Nomenclature Identified From Delphi Study on Key Issues Related to Trust and Barriers to Adoption for Autonomous Systems
2022-10-14 16:54:20+00:00,Calvin Zhu,Artificial Intelligence Nomenclature Identified From Delphi Study on Key Issues Related to Trust and Barriers to Adoption for Autonomous Systems
2022-10-14 16:54:20+00:00,Yifei Zhang,Artificial Intelligence Nomenclature Identified From Delphi Study on Key Issues Related to Trust and Barriers to Adoption for Autonomous Systems
2022-10-14 16:54:20+00:00,Basem Yassa,Artificial Intelligence Nomenclature Identified From Delphi Study on Key Issues Related to Trust and Barriers to Adoption for Autonomous Systems
2022-10-14 16:54:20+00:00,Sajjad Rashidiani,Artificial Intelligence Nomenclature Identified From Delphi Study on Key Issues Related to Trust and Barriers to Adoption for Autonomous Systems
2022-10-14 16:54:20+00:00,Md Asif Khan,Artificial Intelligence Nomenclature Identified From Delphi Study on Key Issues Related to Trust and Barriers to Adoption for Autonomous Systems
2022-10-14 16:54:20+00:00,Reza Samavi,Artificial Intelligence Nomenclature Identified From Delphi Study on Key Issues Related to Trust and Barriers to Adoption for Autonomous Systems
2022-10-14 16:54:20+00:00,Michael Noseworthy,Artificial Intelligence Nomenclature Identified From Delphi Study on Key Issues Related to Trust and Barriers to Adoption for Autonomous Systems
2022-10-14 16:54:20+00:00,Steven Yule,Artificial Intelligence Nomenclature Identified From Delphi Study on Key Issues Related to Trust and Barriers to Adoption for Autonomous Systems
2022-10-11 02:39:29+00:00,Yifan Zhang,Leveraging Artificial Intelligence on Binary Code Comprehension
2022-09-30 20:14:16+00:00,Abid Hossain Khan,Digital Twin and Artificial Intelligence Incorporated With Surrogate Modeling for Hybrid and Sustainable Energy Systems
2022-09-30 20:14:16+00:00,Salauddin Omar,Digital Twin and Artificial Intelligence Incorporated With Surrogate Modeling for Hybrid and Sustainable Energy Systems
2022-09-30 20:14:16+00:00,Nadia Mushtary,Digital Twin and Artificial Intelligence Incorporated With Surrogate Modeling for Hybrid and Sustainable Energy Systems
2022-09-30 20:14:16+00:00,Richa Verma,Digital Twin and Artificial Intelligence Incorporated With Surrogate Modeling for Hybrid and Sustainable Energy Systems
2022-09-30 20:14:16+00:00,Dinesh Kumar,Digital Twin and Artificial Intelligence Incorporated With Surrogate Modeling for Hybrid and Sustainable Energy Systems
2022-09-30 20:14:16+00:00,Syed Alam,Digital Twin and Artificial Intelligence Incorporated With Surrogate Modeling for Hybrid and Sustainable Energy Systems
2022-09-27 15:20:23+00:00,Abhilash Chakraborty,"Artificial Intelligence for Cybersecurity: Threats, Attacks and Mitigation"
2022-09-27 15:20:23+00:00,Anupam Biswas,"Artificial Intelligence for Cybersecurity: Threats, Attacks and Mitigation"
2022-09-27 15:20:23+00:00,Ajoy Kumar Khan,"Artificial Intelligence for Cybersecurity: Threats, Attacks and Mitigation"
2022-09-25 04:41:12+00:00,Md. Shamim Hassan,Machine Learning and Artificial Intelligence-Driven Multi-Scale Modeling for High Burnup Accident-Tolerant Fuels for Light Water-Based SMR Applications
2022-09-25 04:41:12+00:00,Abid Hossain Khan,Machine Learning and Artificial Intelligence-Driven Multi-Scale Modeling for High Burnup Accident-Tolerant Fuels for Light Water-Based SMR Applications
2022-09-25 04:41:12+00:00,Richa Verma,Machine Learning and Artificial Intelligence-Driven Multi-Scale Modeling for High Burnup Accident-Tolerant Fuels for Light Water-Based SMR Applications
2022-09-25 04:41:12+00:00,Dinesh Kumar,Machine Learning and Artificial Intelligence-Driven Multi-Scale Modeling for High Burnup Accident-Tolerant Fuels for Light Water-Based SMR Applications
2022-09-25 04:41:12+00:00,Kazuma Kobayashi,Machine Learning and Artificial Intelligence-Driven Multi-Scale Modeling for High Burnup Accident-Tolerant Fuels for Light Water-Based SMR Applications
2022-09-25 04:41:12+00:00,Shoaib Usman,Machine Learning and Artificial Intelligence-Driven Multi-Scale Modeling for High Burnup Accident-Tolerant Fuels for Light Water-Based SMR Applications
2022-09-25 04:41:12+00:00,Syed Alam,Machine Learning and Artificial Intelligence-Driven Multi-Scale Modeling for High Burnup Accident-Tolerant Fuels for Light Water-Based SMR Applications
2022-09-23 14:39:59+00:00,Cefe López,Artificial Intelligence and Advanced Materials
2022-09-20 15:05:55+00:00,David Gray Widder,Dislocated Accountabilities in the AI Supply Chain: Modularity and Developers' Notions of Responsibility
2022-09-20 15:05:55+00:00,Dawn Nafus,Dislocated Accountabilities in the AI Supply Chain: Modularity and Developers' Notions of Responsibility
2022-09-19 09:17:31+00:00,Sotirios Athanasoulias,Autonomous Visual Navigation A Biologically Inspired Approach
2022-09-19 09:17:31+00:00,Andy Philippides,Autonomous Visual Navigation A Biologically Inspired Approach
2022-09-17 18:24:56+00:00,Zhanzhao Li,Artificial Intelligence in Concrete Materials: A Scientometric View
2022-09-17 18:24:56+00:00,Aleksandra Radlińska,Artificial Intelligence in Concrete Materials: A Scientometric View
2022-09-15 16:53:49+00:00,David L Barack,Extended Intelligence
2022-09-15 16:53:49+00:00,Andrew Jaegle,Extended Intelligence
2022-09-14 11:56:30+00:00,Mostafa Haghir Chehreghani,The Embeddings World and Artificial General Intelligence
2022-09-10 23:40:22+00:00,Nico Roos,A Semantic Tableau Method for Argument Construction
2022-09-05 08:26:16+00:00,Kirill Krinkin,Cognitive Architecture for Co-Evolutionary Hybrid Intelligence
2022-09-05 08:26:16+00:00,Yulia Shichkina,Cognitive Architecture for Co-Evolutionary Hybrid Intelligence
2022-09-05 07:27:50+00:00,Panagiotis Katrakazas,An Artificial Intelligence Outlook for Colorectal Cancer Screening
2022-09-05 07:27:50+00:00,Aristotelis Ballas,An Artificial Intelligence Outlook for Colorectal Cancer Screening
2022-09-05 07:27:50+00:00,Marco Anisetti,An Artificial Intelligence Outlook for Colorectal Cancer Screening
2022-09-05 07:27:50+00:00,Ilias Spais,An Artificial Intelligence Outlook for Colorectal Cancer Screening
2022-08-31 19:34:41+00:00,Eric Mjolsness,"Feynman on Artificial Intelligence and Machine Learning, with Updates"
2022-08-31 17:47:22+00:00,Ehsan Qasemi,Intelligent Traffic Monitoring with Hybrid AI
2022-08-31 17:47:22+00:00,Alessandro Oltramari,Intelligent Traffic Monitoring with Hybrid AI
2022-08-31 16:06:31+00:00,Zhibo Zhang,Explainable Artificial Intelligence Applications in Cyber Security: State-of-the-Art in Research
2022-08-31 16:06:31+00:00,Hussam Al Hamadi,Explainable Artificial Intelligence Applications in Cyber Security: State-of-the-Art in Research
2022-08-31 16:06:31+00:00,Ernesto Damiani,Explainable Artificial Intelligence Applications in Cyber Security: State-of-the-Art in Research
2022-08-31 16:06:31+00:00,Chan Yeob Yeun,Explainable Artificial Intelligence Applications in Cyber Security: State-of-the-Art in Research
2022-08-31 16:06:31+00:00,Fatma Taher,Explainable Artificial Intelligence Applications in Cyber Security: State-of-the-Art in Research
2022-08-30 15:36:51+00:00,Petar Radanliev,Advancing the cybersecurity of the healthcare system with self-optimising and self-adaptative artificial intelligence (part 2)
2022-08-30 15:36:51+00:00,David De Roure,Advancing the cybersecurity of the healthcare system with self-optimising and self-adaptative artificial intelligence (part 2)
2022-08-25 14:28:30+00:00,Lars Holmberg,Towards Benchmarking Explainable Artificial Intelligence Methods
2022-08-23 20:02:09+00:00,Richard S. Sutton,The Alberta Plan for AI Research
2022-08-23 20:02:09+00:00,Michael Bowling,The Alberta Plan for AI Research
2022-08-23 20:02:09+00:00,Patrick M. Pilarski,The Alberta Plan for AI Research
2022-08-22 12:40:55+00:00,Wei Su,An Entropy-based Measure of Intelligence Degree of System Structures
2022-08-16 00:16:58+00:00,Chuyen Nguyen,CTI4AI: Threat Intelligence Generation and Sharing after Red Teaming AI Models
2022-08-16 00:16:58+00:00,Caleb Morgan,CTI4AI: Threat Intelligence Generation and Sharing after Red Teaming AI Models
2022-08-16 00:16:58+00:00,Sudip Mittal,CTI4AI: Threat Intelligence Generation and Sharing after Red Teaming AI Models
2022-08-12 15:33:42+00:00,William J Bolton,Developing moral AI to support antimicrobial decision making
2022-08-12 15:33:42+00:00,Cosmin Badea,Developing moral AI to support antimicrobial decision making
2022-08-12 15:33:42+00:00,Pantelis Georgiou,Developing moral AI to support antimicrobial decision making
2022-08-12 15:33:42+00:00,Alison Holmes,Developing moral AI to support antimicrobial decision making
2022-08-12 15:33:42+00:00,Timothy M Rawson,Developing moral AI to support antimicrobial decision making
2022-08-04 18:20:25+00:00,Tyler Cody,Core and Periphery as Closed-System Precepts for Engineering General Intelligence
2022-08-04 18:20:25+00:00,Niloofar Shadab,Core and Periphery as Closed-System Precepts for Engineering General Intelligence
2022-08-04 18:20:25+00:00,Alejandro Salado,Core and Periphery as Closed-System Precepts for Engineering General Intelligence
2022-08-04 18:20:25+00:00,Peter Beling,Core and Periphery as Closed-System Precepts for Engineering General Intelligence
2022-08-04 07:03:56+00:00,Takehide Soh,Core Challenge 2022: Solver and Graph Descriptions
2022-08-04 07:03:56+00:00,Yoshio Okamoto,Core Challenge 2022: Solver and Graph Descriptions
2022-08-04 07:03:56+00:00,Takehiro Ito,Core Challenge 2022: Solver and Graph Descriptions
2022-08-02 18:05:26+00:00,Tuncay Yiğit,Diagnosis of Paratuberculosis in Histopathological Images Based on Explainable Artificial Intelligence and Deep Learning
2022-08-02 18:05:26+00:00,Nilgün Şengöz,Diagnosis of Paratuberculosis in Histopathological Images Based on Explainable Artificial Intelligence and Deep Learning
2022-08-02 18:05:26+00:00,Özlem Özmen,Diagnosis of Paratuberculosis in Histopathological Images Based on Explainable Artificial Intelligence and Deep Learning
2022-08-02 18:05:26+00:00,Jude Hemanth,Diagnosis of Paratuberculosis in Histopathological Images Based on Explainable Artificial Intelligence and Deep Learning
2022-08-02 18:05:26+00:00,Ali Hakan Işık,Diagnosis of Paratuberculosis in Histopathological Images Based on Explainable Artificial Intelligence and Deep Learning
2022-07-27 15:30:50+00:00,Sidney Pontes-Filho,Towards the Neuroevolution of Low-level Artificial General Intelligence
2022-07-27 15:30:50+00:00,Kristoffer Olsen,Towards the Neuroevolution of Low-level Artificial General Intelligence
2022-07-27 15:30:50+00:00,Anis Yazidi,Towards the Neuroevolution of Low-level Artificial General Intelligence
2022-07-27 15:30:50+00:00,Michael A. Riegler,Towards the Neuroevolution of Low-level Artificial General Intelligence
2022-07-27 15:30:50+00:00,Pål Halvorsen,Towards the Neuroevolution of Low-level Artificial General Intelligence
2022-07-27 15:30:50+00:00,Stefano Nichele,Towards the Neuroevolution of Low-level Artificial General Intelligence
2022-07-23 22:37:22+00:00,Youheng Zhang,A Historical Interaction between Artificial Intelligence and Philosophy
2022-07-22 13:57:02+00:00,Eduardo C. Garrido-Merchán,Do Artificial Intelligence Systems Understand?
2022-07-22 13:57:02+00:00,Carlos Blanco,Do Artificial Intelligence Systems Understand?
2022-07-20 19:09:15+00:00,Lavanya Singh,Automated Kantian Ethics: A Faithful Implementation
2022-07-12 00:35:21+00:00,Scott Beliveau,Recent Developments in AI and USPTO Open Data
2022-07-12 00:35:21+00:00,Jerry Ma,Recent Developments in AI and USPTO Open Data
2022-07-11 05:06:08+00:00,Yi Ma,On the Principles of Parsimony and Self-Consistency for the Emergence of Intelligence
2022-07-11 05:06:08+00:00,Doris Tsao,On the Principles of Parsimony and Self-Consistency for the Emergence of Intelligence
2022-07-11 05:06:08+00:00,Heung-Yeung Shum,On the Principles of Parsimony and Self-Consistency for the Emergence of Intelligence
2022-07-02 15:47:33+00:00,Travis LaCroix,"The Linguistic Blind Spot of Value-Aligned Agency, Natural and Artificial"
2022-06-29 14:19:48+00:00,Lize Alberts,Not Cheating on the Turing Test: Towards Grounded Language Learning in Artificial Intelligence
2022-06-23 01:49:12+00:00,Zunming Chen,Efficient Adaptive Federated Optimization of Federated Learning for IoT
2022-06-23 01:49:12+00:00,Hongyan Cui,Efficient Adaptive Federated Optimization of Federated Learning for IoT
2022-06-23 01:49:12+00:00,Ensen Wu,Efficient Adaptive Federated Optimization of Federated Learning for IoT
2022-06-23 01:49:12+00:00,Yu Xi,Efficient Adaptive Federated Optimization of Federated Learning for IoT
2022-06-22 11:48:04+00:00,Jianlei Yang,Towards Systems Education for Artificial Intelligence: A Course Practice in Intelligent Computing Architectures
2022-06-22 11:48:04+00:00,Xiaopeng Gao,Towards Systems Education for Artificial Intelligence: A Course Practice in Intelligent Computing Architectures
2022-06-22 11:48:04+00:00,Weisheng Zhao,Towards Systems Education for Artificial Intelligence: A Course Practice in Intelligent Computing Architectures
2022-06-22 09:49:30+00:00,Ruifeng Qian,Toward An Optimal Selection of Dialogue Strategies: A Target-Driven Approach for Intelligent Outbound Robots
2022-06-22 09:49:30+00:00,Shijie Li,Toward An Optimal Selection of Dialogue Strategies: A Target-Driven Approach for Intelligent Outbound Robots
2022-06-22 09:49:30+00:00,Mengjiao Bao,Toward An Optimal Selection of Dialogue Strategies: A Target-Driven Approach for Intelligent Outbound Robots
2022-06-22 09:49:30+00:00,Huan Chen,Toward An Optimal Selection of Dialogue Strategies: A Target-Driven Approach for Intelligent Outbound Robots
2022-06-22 09:49:30+00:00,Yu Che,Toward An Optimal Selection of Dialogue Strategies: A Target-Driven Approach for Intelligent Outbound Robots
2022-06-19 21:10:38+00:00,Tetyana Honcharenko,Artificial intelligence system based on multi-value classification of fully connected neural network for construction management
2022-06-19 21:10:38+00:00,Roman Akselrod,Artificial intelligence system based on multi-value classification of fully connected neural network for construction management
2022-06-19 21:10:38+00:00,Andrii Shpakov,Artificial intelligence system based on multi-value classification of fully connected neural network for construction management
2022-06-19 21:10:38+00:00,Oleksandr Khomenko,Artificial intelligence system based on multi-value classification of fully connected neural network for construction management
2022-06-17 16:11:03+00:00,Mohamad Zamini,A Survey on Computational Intelligence-based Transfer Learning
2022-06-17 16:11:03+00:00,Eunjin Kim,A Survey on Computational Intelligence-based Transfer Learning
2022-06-13 10:31:18+00:00,Nils Feldhus,Mediators: Conversational Agents Explaining NLP Model Behavior
2022-06-13 10:31:18+00:00,Ajay Madhavan Ravichandran,Mediators: Conversational Agents Explaining NLP Model Behavior
2022-06-13 10:31:18+00:00,Sebastian Möller,Mediators: Conversational Agents Explaining NLP Model Behavior
2022-06-05 16:44:42+00:00,Erik Skalnes,Sequential Counterfactual Decision-Making Under Confounded Reward
2022-06-03 11:17:41+00:00,Umm-e-Habiba,Can Requirements Engineering Support Explainable Artificial Intelligence? Towards a User-Centric Approach for Explainability Requirements
2022-06-03 11:17:41+00:00,Justus Bogner,Can Requirements Engineering Support Explainable Artificial Intelligence? Towards a User-Centric Approach for Explainability Requirements
2022-06-03 11:17:41+00:00,Stefan Wagner,Can Requirements Engineering Support Explainable Artificial Intelligence? Towards a User-Centric Approach for Explainability Requirements
2022-06-01 13:08:37+00:00,Yuri Nakao,Towards Responsible AI: A Design Space Exploration of Human-Centered Artificial Intelligence User Interfaces to Investigate Fairness
2022-06-01 13:08:37+00:00,Lorenzo Strappelli,Towards Responsible AI: A Design Space Exploration of Human-Centered Artificial Intelligence User Interfaces to Investigate Fairness
2022-06-01 13:08:37+00:00,Simone Stumpf,Towards Responsible AI: A Design Space Exploration of Human-Centered Artificial Intelligence User Interfaces to Investigate Fairness
2022-06-01 13:08:37+00:00,Aisha Naseer,Towards Responsible AI: A Design Space Exploration of Human-Centered Artificial Intelligence User Interfaces to Investigate Fairness
2022-06-01 13:08:37+00:00,Daniele Regoli,Towards Responsible AI: A Design Space Exploration of Human-Centered Artificial Intelligence User Interfaces to Investigate Fairness
2022-06-01 13:08:37+00:00,Giulia Del Gamba,Towards Responsible AI: A Design Space Exploration of Human-Centered Artificial Intelligence User Interfaces to Investigate Fairness
2022-05-21 10:25:00+00:00,Ildar Rakhmatulin,Cycle-GAN for eye-tracking
2022-05-19 15:15:04+00:00,Anahita Hajibabaei,"Women, artificial intelligence, and key positions in collaboration networks: Towards a more equal scientific ecosystem"
2022-05-19 15:15:04+00:00,Andrea Schiffauerova,"Women, artificial intelligence, and key positions in collaboration networks: Towards a more equal scientific ecosystem"
2022-05-19 15:15:04+00:00,Ashkan Ebadi,"Women, artificial intelligence, and key positions in collaboration networks: Towards a more equal scientific ecosystem"
2022-05-18 15:00:29+00:00,Qinqin Tang,"Internet of Intelligence: A Survey on the Enabling Technologies, Applications, and Challenges"
2022-05-18 15:00:29+00:00,F. Richard Yu,"Internet of Intelligence: A Survey on the Enabling Technologies, Applications, and Challenges"
2022-05-18 15:00:29+00:00,Renchao Xie,"Internet of Intelligence: A Survey on the Enabling Technologies, Applications, and Challenges"
2022-05-18 15:00:29+00:00,Azzedine Boukerche,"Internet of Intelligence: A Survey on the Enabling Technologies, Applications, and Challenges"
2022-05-18 15:00:29+00:00,Tao Huang,"Internet of Intelligence: A Survey on the Enabling Technologies, Applications, and Challenges"
2022-05-18 15:00:29+00:00,Yunjie Liu,"Internet of Intelligence: A Survey on the Enabling Technologies, Applications, and Challenges"
2022-05-16 14:49:58+00:00,Fabien Furfaro,An Artificial Neural Network Functionalized by Evolution
2022-05-16 14:49:58+00:00,Avner Bar-Hen,An Artificial Neural Network Functionalized by Evolution
2022-05-16 14:49:58+00:00,Geoffroy Berthelot,An Artificial Neural Network Functionalized by Evolution
2022-04-30 18:39:00+00:00,Chottiwatt Jittprasong,Artificial Intelligence and Medicine: A literature review
2022-04-26 04:08:27+00:00,Tingting Yuan,PP-MARL: Efficient Privacy-Preserving MARL for Cooperative Intelligence in Communication
2022-04-26 04:08:27+00:00,Hwei-Ming Chung,PP-MARL: Efficient Privacy-Preserving MARL for Cooperative Intelligence in Communication
2022-04-26 04:08:27+00:00,Xiaoming Fu,PP-MARL: Efficient Privacy-Preserving MARL for Cooperative Intelligence in Communication
2022-04-21 18:31:44+00:00,Evana Gizzi,Creative Problem Solving in Artificially Intelligent Agents: A Survey and Framework
2022-04-21 18:31:44+00:00,Lakshmi Nair,Creative Problem Solving in Artificially Intelligent Agents: A Survey and Framework
2022-04-21 18:31:44+00:00,Sonia Chernova,Creative Problem Solving in Artificially Intelligent Agents: A Survey and Framework
2022-04-21 18:31:44+00:00,Jivko Sinapov,Creative Problem Solving in Artificially Intelligent Agents: A Survey and Framework
2022-04-12 07:47:13+00:00,Lauren Coan,Automatic detection of glaucoma via fundus imaging and artificial intelligence: A review
2022-04-12 07:47:13+00:00,Bryan Williams,Automatic detection of glaucoma via fundus imaging and artificial intelligence: A review
2022-04-12 07:47:13+00:00,Krishna Adithya Venkatesh,Automatic detection of glaucoma via fundus imaging and artificial intelligence: A review
2022-04-12 07:47:13+00:00,Swati Upadhyaya,Automatic detection of glaucoma via fundus imaging and artificial intelligence: A review
2022-04-12 07:47:13+00:00,Silvester Czanner,Automatic detection of glaucoma via fundus imaging and artificial intelligence: A review
2022-04-12 07:47:13+00:00,Rengaraj Venkatesh,Automatic detection of glaucoma via fundus imaging and artificial intelligence: A review
2022-04-12 07:47:13+00:00,Colin E. Willoughby,Automatic detection of glaucoma via fundus imaging and artificial intelligence: A review
2022-04-12 07:47:13+00:00,Srinivasan Kavitha,Automatic detection of glaucoma via fundus imaging and artificial intelligence: A review
2022-04-12 07:47:13+00:00,Gabriela Czanner,Automatic detection of glaucoma via fundus imaging and artificial intelligence: A review
2022-04-12 07:19:30+00:00,Jože M. Rožanec,Enriching Artificial Intelligence Explanations with Knowledge Fragments
2022-04-12 07:19:30+00:00,Elena Trajkova,Enriching Artificial Intelligence Explanations with Knowledge Fragments
2022-04-12 07:19:30+00:00,Inna Novalija,Enriching Artificial Intelligence Explanations with Knowledge Fragments
2022-04-12 07:19:30+00:00,Patrik Zajec,Enriching Artificial Intelligence Explanations with Knowledge Fragments
2022-04-12 07:19:30+00:00,Klemen Kenda,Enriching Artificial Intelligence Explanations with Knowledge Fragments
2022-04-12 07:19:30+00:00,Blaž Fortuna,Enriching Artificial Intelligence Explanations with Knowledge Fragments
2022-04-12 07:19:30+00:00,Dunja Mladenić,Enriching Artificial Intelligence Explanations with Knowledge Fragments
2022-04-09 09:34:34+00:00,Shengjie Zheng,An Introductory Review of Spiking Neural Network and Artificial Neural Network: From Biological Intelligence to Artificial Intelligence
2022-04-09 09:34:34+00:00,Lang Qian,An Introductory Review of Spiking Neural Network and Artificial Neural Network: From Biological Intelligence to Artificial Intelligence
2022-04-09 09:34:34+00:00,Pingsheng Li,An Introductory Review of Spiking Neural Network and Artificial Neural Network: From Biological Intelligence to Artificial Intelligence
2022-04-09 09:34:34+00:00,Chenggang He,An Introductory Review of Spiking Neural Network and Artificial Neural Network: From Biological Intelligence to Artificial Intelligence
2022-04-09 09:34:34+00:00,Xiaoqin Qin,An Introductory Review of Spiking Neural Network and Artificial Neural Network: From Biological Intelligence to Artificial Intelligence
2022-04-09 09:34:34+00:00,Xiaojian Li,An Introductory Review of Spiking Neural Network and Artificial Neural Network: From Biological Intelligence to Artificial Intelligence
2022-04-08 05:49:04+00:00,Zijun Xue,Recent Progress in Conversational AI
2022-04-08 05:49:04+00:00,Ruirui Li,Recent Progress in Conversational AI
2022-04-08 05:49:04+00:00,Mingda Li,Recent Progress in Conversational AI
2022-04-05 14:46:08+00:00,Qianru Zhou,Towards Explainable Meta-Learning for DDoS Detection
2022-04-05 14:46:08+00:00,Rongzhen Li,Towards Explainable Meta-Learning for DDoS Detection
2022-04-05 14:46:08+00:00,Lei Xu,Towards Explainable Meta-Learning for DDoS Detection
2022-04-05 14:46:08+00:00,Arumugam Nallanathan,Towards Explainable Meta-Learning for DDoS Detection
2022-04-05 14:46:08+00:00,Jian Yang,Towards Explainable Meta-Learning for DDoS Detection
2022-04-05 14:46:08+00:00,Anmin Fu,Towards Explainable Meta-Learning for DDoS Detection
2022-04-02 08:12:08+00:00,Gilbert Moisio,Introduction to the Artificial Intelligence that can be applied to the Network Automation Journey
2022-04-02 08:12:08+00:00,Alexandre Gonzalvez,Introduction to the Artificial Intelligence that can be applied to the Network Automation Journey
2022-04-02 08:12:08+00:00,Noam Zeitoun,Introduction to the Artificial Intelligence that can be applied to the Network Automation Journey
2022-03-25 23:36:17+00:00,Maciej Świechowski,Deep Learning and Artificial General Intelligence: Still a Long Way to Go
2022-03-25 16:42:23+00:00,Yutao Yue,A World-Self Model Towards Understanding Intelligence
2022-03-24 02:22:23+00:00,Arthur Juliani,On the link between conscious function and general intelligence in humans and machines
2022-03-24 02:22:23+00:00,Kai Arulkumaran,On the link between conscious function and general intelligence in humans and machines
2022-03-24 02:22:23+00:00,Shuntaro Sasai,On the link between conscious function and general intelligence in humans and machines
2022-03-24 02:22:23+00:00,Ryota Kanai,On the link between conscious function and general intelligence in humans and machines
2022-03-21 08:16:46+00:00,Jože M. Rožanec,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Inna Novalija,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Patrik Zajec,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Klemen Kenda,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Hooman Tavakoli,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Sungho Suh,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Entso Veliou,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Dimitrios Papamartzivanos,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Thanassis Giannetsos,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Sofia Anna Menesidou,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Ruben Alonso,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Nino Cauli,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Antonello Meloni,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Diego Reforgiato Recupero,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Dimosthenis Kyriazis,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Georgios Sofianidis,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Spyros Theodoropoulos,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Blaž Fortuna,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,Dunja Mladenić,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-21 08:16:46+00:00,John Soldatos,Human-Centric Artificial Intelligence Architecture for Industry 5.0 Applications
2022-03-16 19:04:53+00:00,Gitta Kutyniok,The Mathematics of Artificial Intelligence
2022-03-10 16:20:36+00:00,João Dias,State of the Art in Artificial Intelligence applied to the Legal Domain
2022-03-10 16:20:36+00:00,Pedro A. Santos,State of the Art in Artificial Intelligence applied to the Legal Domain
2022-03-10 16:20:36+00:00,Nuno Cordeiro,State of the Art in Artificial Intelligence applied to the Legal Domain
2022-03-10 16:20:36+00:00,Ana Antunes,State of the Art in Artificial Intelligence applied to the Legal Domain
2022-03-10 16:20:36+00:00,Bruno Martins,State of the Art in Artificial Intelligence applied to the Legal Domain
2022-03-10 16:20:36+00:00,Jorge Baptista,State of the Art in Artificial Intelligence applied to the Legal Domain
2022-03-10 16:20:36+00:00,Carlos Gonçalves,State of the Art in Artificial Intelligence applied to the Legal Domain
2022-02-25 13:30:51+00:00,Milad Moradi,"Deep Learning, Natural Language Processing, and Explainable Artificial Intelligence in the Biomedical Domain"
2022-02-25 13:30:51+00:00,Matthias Samwald,"Deep Learning, Natural Language Processing, and Explainable Artificial Intelligence in the Biomedical Domain"
2022-02-22 09:51:32+00:00,Maolin Yang,Social Computational Design Method for Generating Product Shapes with GAN and Transformer Models
2022-02-22 09:51:32+00:00,Pingyu Jiang,Social Computational Design Method for Generating Product Shapes with GAN and Transformer Models
2022-02-20 16:50:37+00:00,Tobias Baumann,Cooperative Artificial Intelligence
2022-02-14 16:56:51+00:00,Gagik Gavalian,CLAS12 Track Reconstruction with Artificial Intelligence
2022-02-14 16:56:51+00:00,Polykarpos Thomadakis,CLAS12 Track Reconstruction with Artificial Intelligence
2022-02-14 16:56:51+00:00,Angelos Angelopoulos,CLAS12 Track Reconstruction with Artificial Intelligence
2022-02-14 16:56:51+00:00,Nikos Chrisochoides,CLAS12 Track Reconstruction with Artificial Intelligence
2022-02-14 16:56:51+00:00,Raffaella De Vita,CLAS12 Track Reconstruction with Artificial Intelligence
2022-02-14 16:56:51+00:00,Veronique Ziegler,CLAS12 Track Reconstruction with Artificial Intelligence
2022-02-12 02:26:46+00:00,Jim Davis,Confident AI
2022-02-12 00:54:40+00:00,Martino Banchio,Artificial Intelligence and Auction Design
2022-02-12 00:54:40+00:00,Andrzej Skrzypacz,Artificial Intelligence and Auction Design
2022-02-10 01:15:50+00:00,Olivia Brown,Proceedings of the Robust Artificial Intelligence System Assurance (RAISA) Workshop 2022
2022-02-10 01:15:50+00:00,Brad Dillman,Proceedings of the Robust Artificial Intelligence System Assurance (RAISA) Workshop 2022
2022-02-03 18:31:48+00:00,Vacslav Glukhov,Reward is not enough: can we liberate AI from the reinforcement learning paradigm?
2022-02-02 20:59:53+00:00,David Johnson,An Experience Report of Executive-Level Artificial Intelligence Education in the United Arab Emirates
2022-02-02 20:59:53+00:00,Mohammad Alsharid,An Experience Report of Executive-Level Artificial Intelligence Education in the United Arab Emirates
