date_added,domain,url_domain,claim
2026-05-06 23:15:15,headtopics.com,co.headtopics.com,Spain evacuates passengers from a cruise ship with hantavirus
2026-05-06 21:04:07,whdh.com,whdh.com,A cruise ship with a hantavirus outbreak is heading to the Canary Islands after three people were evacuated.
2026-05-06 20:52:47,infonews.ca,infonews.ca,Hantavirus patients from a cruise ship are arriving in Europe for treatment.
2026-05-06 20:44:21,dailyrecord.co.uk,dailyrecord.co.uk,Brits may have hantavirus after cruise ship incident
2026-05-06 20:25:26,laopinion.com,laopinion.com,The President of the Canary Islands confronts the Madrid government and refuses to accept the cruise ship with hantavirus.
2026-05-06 20:07:04,whdh.com,whdh.com,Three patients are being evacuated to Europe due to a hantavirus outbreak on a cruise ship.
2026-05-06 18:53:07,elpais.com,elpais.com,A cruise with passengers confined due to hantavirus is heading to the Canary Islands while the whereabouts of 23 others are lost.
2026-05-06 18:25:35,endtimeheadlines.org,endtimeheadlines.org,Hantavirus outbreak spreads to Europe linked to a cruise passenger.
2026-05-06 18:05:32,infonews.ca,infonews.ca,A cruise ship associated with a deadly hantavirus outbreak is setting sail for the Spanish Islands.
2026-05-06 16:35:49,laopinion.com,laopinion.com,Spain will receive a cruise affected by a hantavirus outbreak to evacuate passengers.
2026-05-06 15:29:01,alltop.com,aljazeera.com,Spain allows hantavirus-affected cruise ship to dock
2026-05-06 14:57:00,cbsnews.com,cbsnews.com,"There has been an outbreak of hantavirus on a cruise ship, with another case reported in Switzerland."
2026-05-06 14:55:25,alltop.com,washingtonpost.com,Hantavirus outbreak on a cruise ship in Spain.
2026-05-06 14:40:21,lemonde.fr,lemonde.fr,"A cruise ship carrying hantavirus cases is docking in Granadilla, Canary Islands, according to the Spanish health minister."
2026-05-06 14:28:10,ksl.com,ksl.com,Three patients are being evacuated to Europe due to a hantavirus outbreak on a cruise ship.
2026-05-06 14:13:10,cbsnews.com/sanfrancisco,cbsnews.com,New case of hantavirus reported linked to cruise ship in the Canary Islands.
2026-05-06 13:31:39,hindustantimes.com,hindustantimes.com,"A hantavirus case has been confirmed in Switzerland, raising concerns about human-to-human transmission."
2026-05-06 13:13:34,infonews.ca,infonews.ca,Three patients are being evacuated to Europe from a cruise ship due to a hantavirus outbreak.
2026-05-06 13:09:08,headtopics.com,es.headtopics.com,The 14 Spaniards on board the cruise affected by hantavirus
2026-05-06 13:09:08,headtopics.com,fr.headtopics.com,The vessel Hondius sails towards the Canary Islands due to hantavirus
2026-05-06 12:20:16,foxnews.com,foxnews.com,A Swiss man has tested positive for hantavirus after returning from a cruise associated with a deadly outbreak.
2026-05-06 11:51:27,infonews.ca,infonews.ca,"A hantavirus outbreak has led to the evacuation of patients from a cruise ship, with a new case confirmed in Switzerland."
2026-05-06 11:33:07,whdh.com,whdh.com,"Three patients were evacuated from a cruise ship due to a hantavirus outbreak, with a new case confirmed in Switzerland."
2026-05-06 11:32:12,dailystar.co.uk,dailystar.co.uk,"Hantavirus has reached Europe, and there is a first patient reported."
2026-05-06 11:11:06,whdh.com,whdh.com,Patients with hantavirus evacuated to the Netherlands as cruise ship heads to Spain.
2026-05-06 10:53:57,cbsnews.com,cbsnews.com,New case of hantavirus reported on a cruise ship in the Canary Islands linked to Switzerland
2026-05-06 10:30:21,infonews.ca,infonews.ca,WHO reports that three suspected hantavirus patients were evacuated from a cruise ship to the Netherlands.
2026-05-06 10:24:59,elpais.com,elpais.com,The hantavirus sparks a political battle between the government and the Canary Islands
2026-05-06 10:17:16,headtopics.com,ie.headtopics.com,Hantavirus cruise ship turned away from Canary Islands.
2026-05-06 10:09:14,marca.com,marca.com,Canary Islands government denounces misinformation from the Spanish government regarding a cruise and hantavirus cases.
2026-05-06 08:59:34,headtopics.com,ch.headtopics.com,A patient infected with hantavirus in Switzerland is currently isolated.
2026-05-06 08:59:34,headtopics.com,ch.headtopics.com,The first hantavirus case in Switzerland has been reported involving a man in Zurich.
2026-05-06 08:59:34,headtopics.com,ch.headtopics.com,The first hantavirus case in Switzerland has occurred after a trip to South America.
2026-05-06 08:03:28,headtopics.com,ar.headtopics.com,Hantavirus outbreak on Dutch cruise ship with two cases
2026-05-06 08:03:28,headtopics.com,no.headtopics.com,Canary Islands refuse to allow cruise ship with hantavirus outbreak to dock
2026-05-06 07:58:53,independent.co.uk,independent.co.uk,Hantavirus outbreak linked to a cruise ship in the Canary Islands
2026-05-06 06:50:45,headtopics.com,es.headtopics.com,Alert for hantavirus on Dutch cruise ship
2026-05-06 05:48:48,headtopics.com,nl.headtopics.com,Suspected hantavirus outbreak on a Dutch cruise ship.
2026-05-05 22:11:49,headtopics.com,es.headtopics.com,Spain accepts to receive cruise with hantavirus outbreak.
2026-05-05 15:57:56,headtopics.com,es.headtopics.com,Spain requests evacuation of hantavirus cases
2026-05-05 11:58:47,lemonde.fr,lemonde.fr,"There is a hantavirus outbreak on a cruise ship, with suspected human transmission; Spain allows the ship to dock in the Canary Islands."
2026-05-05 11:28:57,headtopics.com,pt.headtopics.com,Cruise with hantavirus outbreak received by Spain
2026-05-05 11:15:31,headtopics.com,es.headtopics.com,Cruise ship with hantavirus outbreak headed for the Canary Islands.
2026-05-05 07:28:53,independent.co.uk,independent.co.uk,There is a hantavirus outbreak linked to a cruise ship in the Canary Islands.
2026-05-05 06:31:06,headtopics.com,ie.headtopics.com,An Irish woman is stranded on a cruise ship due to hantavirus.
2026-05-05 05:58:14,headtopics.com,at.headtopics.com,Hantavirus outbreak on a cruise ship in Germany
2026-05-04 20:43:07,dailymail.co.uk,dailymail.com,"A Dutch widow died from hantavirus during a cruise, leaving 20 British passengers stranded."
2026-05-04 19:53:03,dailymail.co.uk,dailymail.co.uk,"Dutch widow died from hantavirus during cruise, leaving 20 Brits trapped"
2026-05-04 15:57:01,marca.com,marca.com,"14 Spaniards aboard the MV Hondius cruise have died, and three people were affected by a hantavirus outbreak."
2026-05-04 11:29:04,euractiv.com/section/aggregator,euractiv.com,A hantavirus outbreak on a cruise ship has led to a Dutch emergency operation.
2026-05-04 09:55:30,dailymail.co.uk,dailymail.co.uk,"Hantavirus infection linked to cruise passengers, causing three deaths and one Briton in critical condition."
2026-05-04 09:01:11,marca.com,marca.com,Symptoms of hantavirus infection have led to the death of three people on a cruise heading to the Canary Islands.
2026-05-03 22:31:07,headtopics.com,nl.headtopics.com,Multiple deaths due to a suspected hantavirus in the Netherlands
2026-05-03 20:33:22,gbnews.com,gbnews.com,"A hantavirus outbreak has occurred, causing a British tourist to fight for their life on a cruise ship, with three fatalities reported."
2026-05-14 00:00:39,cbsnews.com,cbsnews.com,American monitored for hantavirus and prepared to cope with quarantine
2026-05-13 23:54:31,katu.com,katu.com,An Oregon doctor is in quarantine after caring for passengers who had hantavirus.
2026-05-13 22:59:29,news.ssbcrack.com,news.ssbcrack.com,Ontario health officials are monitoring additional contacts related to a hantavirus outbreak.
2026-05-13 22:20:17,newsday.com,newsday.com,Hantavirus outbreak linked to a cruise ship and a doctor's isolation in Nebraska
2026-05-13 22:11:23,apnews.com,apnews.com,A doctor on a cruise ship has been isolated in Nebraska due to hantavirus.
2026-05-13 20:15:19,yahoo.com/news,yahoo.com/news,Hantavirus risk to the US public remains high
2026-05-13 19:52:12,newsweek.com,newsweek.com,Three people in Kansas are being monitored for high-risk exposure to hantavirus.
2026-05-13 19:30:50,independent.co.uk,independent.co.uk,There is a hantavirus positive case involving a doctor in Oregon.
2026-05-13 18:00:00,the-express.com,the-express.com,"An Illinois man, not on the ill-fated cruise, is suspected of having Hantavirus."
2026-05-13 17:44:15,registerguard.com,registerguard.com,"A doctor in Bend, Oregon has tested positive for hantavirus."
2026-05-13 16:35:10,headtopics.com,mx.headtopics.com,Jalisco takes measures against hantavirus
2026-05-13 16:30:21,infonews.ca,infonews.ca,Information about hantavirus and its outbreak implications in Canada.
2026-05-13 15:47:00,boston.com,boston.com,A travel influencer was quarantined in Nebraska after exposure to a hantavirus-infected ship.
2026-05-13 15:17:26,rense.com,zerohedge.com,US officials report a rise in hantavirus cases but say the risk to the public is very low.
2026-05-13 14:37:35,univision.com,univision.com,Hantavirus outbreak in the US involves tracking passengers from the MV Hondius cruise in 11 states.
2026-05-13 14:33:27,palmbeachpost.com,palmbeachpost.com,American passengers on a cruise ship exhibited symptoms of hantavirus related to Andes virus.
2026-05-13 14:21:35,today.com,today.com,Passengers on a cruise ship are being quarantined in the US due to hantavirus concerns.
2026-05-13 14:10:44,yahoo.com/news,yahoo.com/news,Update on hantavirus cases and testing of an American
2026-05-13 13:09:56,cbsnews.com,cbsnews.com,New details emerge about the quarantine procedures for Americans on a hantavirus-affected cruise ship.
2026-05-13 11:35:55,foxnews.com,foxnews.com,Americans may be unknowingly exposed to hantavirus in everyday places.
2026-05-13 11:27:27,cbsnews.com,cbsnews.com,There is a possible hantavirus case in Illinois that is not linked to a cruise ship.
2026-05-13 11:11:23,wbur.org,wbur.org,Claim about a cruise ship in Boston being quarantined due to hantavirus
2026-05-13 07:06:21,protrumpnews.com,trendingpoliticsnews.com,Investigation of potential hantavirus case in Illinois not related to cruise ship outbreak.
2026-05-13 07:00:26,infonews.ca,infonews.ca,A cruise ship passenger is coping with quarantine in the US after a hantavirus outbreak.
2026-05-13 04:37:03,infonews.ca,infonews.ca,A cruise ship passenger is managing their quarantine experience in the U.S. after a hantavirus outbreak.
2026-05-13 04:16:42,kansasreflector.com,kansasreflector.com,Three Kansans are being monitored for hantavirus exposure after contact with an infected passenger.
2026-05-13 04:01:57,headtopics.com,mx.headtopics.com,Hantavirus outbreak on cruise; Mexico reports seven cases
2026-05-13 02:30:25,yahoo.com/news,yahoo.com/news,A hantavirus case in Illinois is not linked to other cases.
2026-05-13 02:21:52,bostonherald.com,bostonherald.com,A cruise ship passenger is adapting to quarantine measures in the U.S. due to a hantavirus outbreak.
2026-05-13 01:40:07,news.wttw.com,news.wttw.com,There is a possible hantavirus case in Illinois that is not linked to a cruise ship outbreak.
2026-05-13 01:28:14,foxnews.com,foxnews.com,A cruise passenger shares their experience of quarantine in Nebraska following a hantavirus exposure scare.
2026-05-13 00:27:17,headtopics.com,mx.headtopics.com,Mexico activates alert due to hantavirus outbreak
2026-05-12 23:21:14,cbsnews.com,cbsnews.com,Health officials are monitoring a hantavirus outbreak among Americans from a cruise in Nebraska.
2026-05-12 22:04:56,chicago.suntimes.com,chicago.suntimes.com,Illinois reports cases of hantavirus.
2026-05-12 21:23:00,infonews.ca,infonews.ca,Ontario is monitoring additional people considered low risk for hantavirus exposure.
2026-05-12 20:53:24,abc7chicago.com,abc7chicago.com,Investigation of a potential hantavirus case in Illinois related to Winnebago County.
2026-05-12 20:38:34,wxyz.com,wxyz.com,Eighteen Americans have been quarantined following an outbreak of hantavirus on a cruise ship.
2026-05-12 19:53:56,10news.com,10news.com,18 Americans quarantined due to hantavirus outbreak on a cruise ship
2026-05-12 19:50:20,fox17online.com,fox17online.com,18 Americans have been quarantined due to a hantavirus outbreak on a cruise ship.
2026-05-12 18:22:56,longislandpress.com,noticiany.com,Three residents from New York monitored after hantavirus outbreak on luxury cruise
2026-05-12 18:07:58,abc7ny.com,abc7ny.com,An American survived the 1993 hantavirus outbreak and describes their symptoms and recovery.
2026-05-12 17:37:49,vox.com,vox.com,Hantavirus is affecting cruise ship passengers who are under quarantine in Nebraska.
2026-05-12 17:22:36,949thebridge.com,949thebridge.com,18 Americans have been exposed to hantavirus on a cruise ship and are being transported to Nebraska for treatment.
2026-05-12 16:44:54,katu.com,katu.com,An Oregon resident is among cruise passengers being monitored for hantavirus by health authorities
2026-05-12 16:08:57,nypost.com,nypost.com,Four Californians have been exposed to a deadly hantavirus outbreak.
2026-05-12 15:29:46,wxyz.com,wxyz.com,The CDC leader rejects claims that the U.S. is less safe due to hantavirus cases linked to cruise ships.
2026-05-12 15:21:14,dailykos.com,dailykos.com,"Hantavirus is not COVID, but America may make similar mistakes"
2026-05-12 15:20:47,univision.com,univision.com,The number of positive hantavirus cases has risen to 10 in the United States.
2026-05-12 15:05:20,abc7chicago.com,abc7chicago.com,A cruise ship passenger speaks about being in a quarantine unit due to hantavirus concerns in Nebraska.
2026-05-12 14:57:48,abc7news.com,abc7news.com,A passenger from the MV Hondius cruise ship speaks from a quarantine unit in Nebraska regarding hantavirus concerns.
2026-05-12 13:35:15,yahoo.com/news,yahoo.com/news,18 Americans are quarantining due to a hantavirus outbreak
2026-05-12 12:19:01,wbur.org,wbur.org,New Hampshire residents are affected by hantavirus linked to a cruise ship.
2026-05-12 11:04:29,abc7ny.com,abc7ny.com,Three passengers on a cruise ship in New York are linked to a hantavirus outbreak.
2026-05-12 10:56:14,wtop.com,wtop.com,Two Maryland residents were exposed to hantavirus while traveling near an infected passenger.
2026-05-12 07:33:28,headtopics.com,ca.headtopics.com,Claim that the number of Canadians connected to a hantavirus outbreak is growing
2026-05-12 06:31:33,cbsnews.com/sanfrancisco,cbsnews.com,Four Californians are being monitored after potential exposure to a rare hantavirus linked to a cruise ship.
2026-05-12 04:07:13,alltop.com,aljazeera.com,An American passenger from a hantavirus-affected ship tested positive.
2026-05-12 04:06:12,cbc.ca,cbc.ca,"There is an outbreak of hantavirus related to a cruise, with questions from Canadians being addressed."
2026-05-12 03:13:08,aljazeera.com,aljazeera.com,An American tests positive for hantavirus after evacuation from a hit ship.
2026-05-12 02:14:30,alaskapublic.org,alaskapublic.org,One U.S. cruise passenger tests positive for hantavirus upon arrival.
2026-05-12 02:10:33,yahoo.com/news,yahoo.com/news,Two Maryland residents are being monitored for hantavirus.
2026-05-12 01:32:14,nbc.com,nbc.com,American passengers' journey home from a cruise ship affected by hantavirus.
2026-05-12 01:32:14,nbc.com,nbc.com,Information on the next steps for Americans exposed to hantavirus on a cruise.
2026-05-12 01:20:35,nypost.com,nypost.com,Americans on both coasts who were not on the MV Hondius are being monitored for hantavirus after potential flight exposure.
2026-05-12 01:11:11,americafirstreport.com,basedunderground.com,Two Americans tested positive for a deadly hantavirus after a cruise ship evacuation.
2026-05-12 00:51:10,headtopics.com,ca.headtopics.com,Canadian evacuation from a cruise ship due to hantavirus
2026-05-12 00:47:11,10news.com,10news.com,San Diego health officials are monitoring the hantavirus situation as cruise ship passengers return to the U.S.
2026-05-12 00:43:37,whatfinger.com,theepochtimes.com,California is monitoring four individuals for potential exposure to Andes hantavirus.
2026-05-12 00:10:28,foxnews.com,foxnews.com,Two Maryland residents are being monitored for hantavirus after sharing a flight with an infected cruise ship passenger.
2026-05-11 23:48:59,cbsnews.com/sanfrancisco,cbsnews.com,A Sacramento County resident may have been exposed to hantavirus during a cruise outbreak.
2026-05-11 23:44:36,nypost.com,nypost.com,"US passengers from a hantavirus cruise are quarantining at hospitals, with uncertainty about when they can leave."
2026-05-11 23:34:21,san.com,san.com,American passengers from a hantavirus-hit cruise ship have arrived in Nebraska.
2026-05-11 23:34:21,san.com,san.com,Passengers from the hantavirus ship are arriving for quarantine in Omaha while Trump rejects an Iran deal.
2026-05-11 23:28:25,dailymail.co.uk,dailymail.co.uk,New York residents are being exposed to hantavirus.
2026-05-11 23:27:00,nbcnews.com,nbcnews.com,"Hantavirus may spread from a cruise ship in the US to the Andes, with implications for symptoms and transmission."
2026-05-11 23:23:09,oklahomavoice.com,oklahomavoice.com,Nebraska officials assure safety while hosting passengers from a hantavirus-affected ship.
2026-05-11 23:09:07,nhpr.org,nhpr.org,Two residents from New Hampshire traveled on a cruise ship linked to a hantavirus outbreak.
2026-05-11 23:07:50,kesq.com,kesq.com,California is monitoring four residents for possible exposure to hantavirus.
2026-05-11 23:05:34,live-kesq.pantheonsite.io,live-kesq.pantheonsite.io,California is monitoring four residents for possible hantavirus exposure.
2026-05-11 23:04:58,latimes.com,latimes.com,Concerns about hantavirus are growing due to exposure of four Californians to the disease.
2026-05-11 23:04:56,eastbaytimes.com,eastbaytimes.com,"Four Californians have been exposed to hantavirus, but there are no confirmed infections."
2026-05-11 23:03:48,kjzz.org,kjzz.org,Passengers on a cruise ship may have been exposed to hantavirus and were taken to Nebraska for further evaluation.
2026-05-11 22:55:41,mercurynews.com,mercurynews.com,"4 Californians have been exposed to hantavirus, including one in the Bay Area, but there are no confirmed infections so far."
2026-05-11 22:51:17,live-kesq.pantheonsite.io,live-kesq.pantheonsite.io,California is monitoring four residents who have been affected by hantavirus.
2026-05-11 22:41:51,headtopics.com,ca.headtopics.com,Four Canadians are linked to a hantavirus outbreak aboard a vessel.
2026-05-11 22:40:30,abc7.com,abc7.com,California health officials are monitoring 4 residents exposed to hantavirus amid an outbreak.
2026-05-11 22:34:09,content.ctpublic.org,ctpublic.org,Two residents from New Hampshire traveled on a cruise ship where a hantavirus outbreak occurred.
2026-05-11 22:20:10,cbsnews.com,cbsnews.com,Americans who were exposed to hantavirus are returning to the US for quarantine.
2026-05-11 21:56:47,abc7.com,abc7.com,California health officials are monitoring residents exposed to hantavirus amid an outbreak.
2026-05-11 21:54:33,abc7news.com,abc7news.com,California health officials are monitoring four residents who were exposed to hantavirus amid an outbreak.
2026-05-11 21:40:15,lemonde.fr,lemonde.fr,The late mobilization of American health authorities regarding hantavirus is facing criticism.
2026-05-11 21:04:41,cbsnews.com/sanfrancisco,cbsnews.com/sanfrancisco,A national quarantine unit in Nebraska is addressing hantavirus cases from a cruise ship.
2026-05-11 21:04:41,cbsnews.com/sanfrancisco,cbsnews.com,A Bay Area resident with no symptoms is linked to hantavirus on the MV Hondius according to Santa Clara County officials.
2026-05-11 20:16:19,whatfinger.com,theepochtimes.com,Two Americans have tested positive or shown symptoms of hantavirus.
2026-05-11 20:08:34,amny.com,amny.com,New York residents are in isolation due to a hantavirus case linked to a cruise ship.
2026-05-11 20:04:33,headtopics.com,it.headtopics.com,A hantavirus outbreak on the Hondius ship leads to quarantine.
2026-05-11 19:57:52,cbc.ca,cbc.ca,Update on hantavirus isolation period in British Columbia
2026-05-11 19:44:48,thenationalpulse.com,thenationalpulse.com,Hantavirus outbreak leads to quarantine and biocontainment of cruise passengers in the U.S.
2026-05-11 19:19:18,cnn.com,cnn.com,Hantavirus outbreak containment in Nebraska
2026-05-11 19:19:18,cnn.com,cnn.com,Health officials addressing the hantavirus outbreak in Nebraska
2026-05-11 18:34:52,infonews.ca,infonews.ca,No Canadians had direct contact with hantavirus patients on ship
2026-05-11 18:13:33,wbur.org,wbur.org,Investigation of a hantavirus outbreak involving cruise ship passengers from Nebraska.
2026-05-11 18:00:54,nypost.com,nypost.com,"17 Americans, including 3 New Yorkers, were evacuated from a hantavirus-infected cruise ship."
2026-05-11 17:39:09,houstonpublicmedia.org,houstonpublicmedia.org,Hantavirus outbreak linked to a cruise ship affecting Nebraska passengers.
2026-05-11 17:34:40,independent.co.uk,independent.co.uk,Claims related to a hantavirus outbreak affecting US passengers in Atlanta.
2026-05-11 17:26:41,alltop.com,washingtonpost.com,Article discussing a hantavirus case on a cruise leading to a quarantine in Nebraska.
2026-05-11 17:15:24,headtopics.com,br.headtopics.com,Passengers from the US are quarantined due to hantavirus
2026-05-11 17:13:26,nbc.com,nbc.com,Americans affected by hantavirus arriving for monitoring
2026-05-11 17:10:58,abc7ny.com,abc7ny.com,Three passengers on a ship infected with hantavirus are from New York.
2026-05-11 16:47:25,livemint.com,livemint.com,Hantavirus outbreak leads to quarantine of Americans
2026-05-11 16:46:53,kutv.com,kutv.com,Three Utah residents are in quarantine after exposure to hantavirus on a cruise ship.
2026-05-11 16:44:36,the-independent.com,the-independent.com,American cases of hantavirus lead to quarantine on a cruise
2026-05-11 16:30:35,laist.com,laist.com,One cruise passenger tested positive for hantavirus upon arrival in the US.
2026-05-11 16:20:18,michiganpublic.org,michiganpublic.org,U.S. cruise passengers are returning after a case of hantavirus was reported.
2026-05-11 15:40:18,michiganpublic.org,michiganpublic.org,One cruise passenger tested positive for hantavirus after arriving in the U.S.
2026-05-11 15:34:57,laopinion.com,laopinion.com,New hantavirus cases confirmed in a French and an American who were on the affected cruise and returned to their countries.
2026-05-11 15:26:16,fox17online.com,fox17online.com,Cruise ship passengers are being monitored in Omaha and Atlanta due to a hantavirus outbreak.
2026-05-11 15:11:54,memeorandum.com,fox4news.com,Report on an American testing positive for hantavirus and displaying symptoms in Nebraska
2026-05-11 15:11:54,memeorandum.com,oann.com,News about an American passenger testing positive for hantavirus and another showing symptoms after a cruise ship evacuation
2026-05-11 14:59:23,laopinion.com,laopinion.com,El hantavirus puede propagarse en EE. UU. según los CDC.
2026-05-11 14:45:08,memeorandum.com,fox32chicago.com,An American has tested positive for hantavirus in Nebraska and is showing symptoms.
2026-05-11 14:45:08,memeorandum.com,tmz.com,An American passenger on a cruise has tested positive for hantavirus and one has symptoms.
2026-05-11 14:39:23,headtopics.com,it.headtopics.com,Hantavirus mandatory quarantine for 24-year-old in Torre
2026-05-11 14:36:35,nypost.com,nypost.com,Americans were rescued from a hantavirus-stricken cruise ship and an influencer shared their experience.
2026-05-11 14:19:47,live-kesq.pantheonsite.io,live-kesq.pantheonsite.io,American passengers from a hantavirus-infected cruise ship are evaluated in Nebraska.
2026-05-11 14:15:16,cbc.ca,cbc.ca,Claims about hantavirus on a cruise ship affecting Canadians in British Columbia.
2026-05-11 14:14:51,independent.co.uk,independent.co.uk,There is an outbreak of hantavirus linked to the MV Hondius in Nebraska.
2026-05-11 14:03:47,cnnespanol.cnn.com,cnnespanol.cnn.com,A hantavirus case identified on a flight in the US.
2026-05-11 13:28:37,headtopics.com,it.headtopics.com,Mandatory quarantine for a 24-year-old from Torre due to hantavirus.
2026-05-11 12:46:03,univision.com,univision.com,Hantavirus reaches Nebraska with repatriated Americans from the Canary Islands.
2026-05-11 12:46:03,univision.com,univision.com,An American tests positive for hantavirus and another shows mild symptoms.
2026-05-11 12:42:02,cbsnews.com,cbsnews.com,"Americans exposed to hantavirus on a cruise ship, with one tested positive."
2026-05-11 12:22:12,thelibertydaily.com,basedunderground.com,Two Americans have tested positive for a deadly hantavirus following a cruise ship evacuation.
2026-05-11 12:13:10,newsweek.com,newsweek.com,Hantavirus outbreak confirmed on a cruise ship with an American testing positive.
2026-05-11 12:04:54,accuweather.com,accuweather.com,"Americans from a hantavirus-hit cruise ship, including one positive case, arrive in Nebraska."
2026-05-11 11:53:59,cnn.com,cnn.com,First American presumed to have hantavirus
2026-05-11 11:26:19,news9.com,news9.com,Americans were quarantined due to a hantavirus on a cruise ship.
2026-05-11 11:16:37,noticias.foxnews.com,foxnews.com,An American evacuated from a cruise ship has tested positive for hantavirus along with others showing symptoms.
2026-05-11 11:11:34,yahoo.com/news,yahoo.com/news,American case of hantavirus reported.
2026-05-11 09:45:41,forbes.com,forbes.com,Americans evacuated from a cruise due to hantavirus; passengers test positive.
2026-05-11 09:05:23,notus.org,notus.org,The article discusses the CDC's response to the hantavirus in the US.
2026-05-11 08:49:32,whdh.com,whdh.com,"Two passengers, one French and one American, have tested positive for hantavirus after being evacuated from a cruise ship."
2026-05-11 08:36:52,memeorandum.com,forbes.com,US passenger and French woman test positive for hantavirus after cruise ship evacuation
2026-05-11 07:51:16,live-kesq.pantheonsite.io,live-kesq.pantheonsite.io,American passengers from a hantavirus-hit cruise ship are stopping at a Nebraska facility before heading home.
2026-05-11 07:42:22,memeorandum.com,timeslive.co.za,One American has tested positive for hantavirus following a cruise.
2026-05-11 07:42:22,memeorandum.com,11alive.com,Americans from a hantavirus-infected cruise are being flown to U.S. biocontainment units.
2026-05-11 07:42:22,memeorandum.com,dailymail.com,A U.S. citizen tested positive for hantavirus after being on a cruise ship.
2026-05-11 07:42:22,memeorandum.com,washingtonexaminer.com,A U.S. passenger aboard the MV Hondius cruise ship has tested positive for hantavirus.
2026-05-11 07:42:22,memeorandum.com,keyt.com,American passengers from a hantavirus-infected cruise ship are being taken to a Nebraska facility before returning home.
2026-05-11 06:32:56,the-express.com,the-express.com,There are hantavirus cases linked to a cruise ship in the USA.
2026-05-11 06:14:35,ctpublic.org,ctpublic.org,U.S. cruise passengers are being monitored for hantavirus after one passenger tests positive.
2026-05-11 06:13:30,straitstimes.com,straitstimes.com,"An American has tested mildly positive for hantavirus, while another displays mild symptoms."
2026-05-11 04:45:50,kjzz.org,kjzz.org,U.S. cruise passengers are flying back for hantavirus monitoring after one tests positive.
2026-05-11 04:04:11,nypost.com,nypost.com,An American returning from a hantavirus-stricken cruise is showing symptoms.
2026-05-11 03:59:18,knkx.org,knkx.org,U.S. cruise passengers are going to Nebraska for hantavirus monitoring.
2026-05-11 03:43:44,cbc.ca,cbc.ca,A claim regarding a hantavirus outbreak linked to a cruise ship involving Canadians in British Columbia.
2026-05-11 03:04:29,cnn.com,cnn.com,Video discussing hantavirus evacuation in the U.S.
2026-05-11 03:03:22,yahoo.com/news,yahoo.com/news,One American has tested positive for hantavirus
2026-05-11 02:04:06,alltop.com,npr.org,A report about a hantavirus case concerning passengers on a cruise ship in Nebraska.
2026-05-11 00:22:24,protrumpnews.com,wltreport.com,Claims that seventeen Americans were evacuated from a cruise ship due to hantavirus
2026-05-10 22:34:47,nypost.com,nypost.com,17 Americans are anxiously awaiting evacuation from a hantavirus-infected cruise ship
2026-05-10 22:12:42,newser.com,newser.com,The CDC is evacuating 17 Americans from a ship affected by hantavirus.
2026-05-10 21:35:34,headtopics.com,mx.headtopics.com,WHO alerts risks of hantavirus after US refusal
2026-05-10 21:19:47,latimes.com,latimes.com,"A Californian exposed to hantavirus lives in the Bay Area, according to officials"
2026-05-10 21:10:08,infonews.ca,infonews.ca,Canadians on a ship involved in a hantavirus outbreak have returned to Canada.
2026-05-10 20:14:24,yahoo.com/news,yahoo.com/news,American passengers on a cruise hit by hantavirus.
2026-05-10 20:13:14,infonews.ca,infonews.ca,Passengers were on a ship linked to a hantavirus outbreak heading to Canada.
2026-05-10 20:03:56,headtopics.com,ca.headtopics.com,Four Canadians from hantavirus-stricken cruise ship are arriving
2026-05-10 20:03:56,headtopics.com,ca.headtopics.com,Four individuals from cruise ship hit by hantavirus arriving in British Columbia
2026-05-10 19:54:13,eastbaytimes.com,eastbaytimes.com,A Santa Clara County resident on a cruise ship affected by hantavirus is under medical monitoring.
2026-05-10 19:48:35,the-independent.com,the-independent.com,"There is a hantavirus quarantine in Nebraska, according to the CDC"
2026-05-10 19:42:28,cbsnews.com/sanfrancisco,cbsnews.com,Bay Area resident exposed to hantavirus on MV Hondius
2026-05-10 19:37:21,mercurynews.com,mercurynews.com,Monitoring of a Santa Clara County resident aboard a cruise ship affected by hantavirus.
2026-05-10 10:46:51,sourcenm.com,sourcenm.com,Health officials are reassuring New Mexico residents about hantavirus risk after a cruise ship outbreak.
2026-05-10 10:42:35,nebraskaexaminer.com,nebraskaexaminer.com,Seventeen Americans from a cruise ship affected by hantavirus will be quarantined and monitored.
2026-05-10 09:01:41,twitchy.com,twitchy.com,Hantavirus is potentially spreading to Nebraska
2026-05-10 08:11:09,news.ssbcrack.com,news.ssbcrack.com,Hantavirus outbreak on cruise leads to passenger monitoring in 12 countries.
2026-05-10 05:59:42,abc7news.com,abc7news.com,A Santa Clara County resident was on a cruise ship linked to a hantavirus outbreak.
2026-05-10 05:40:56,headtopics.com,us.headtopics.com,Future for Americans on hantavirus-stricken cruise
2026-05-10 05:23:35,the-express.com,the-express.com,Four US states are monitoring cruise ships for hantavirus.
2026-05-10 04:04:49,newjerseymonitor.com,newjerseymonitor.com,NJ residents have been exposed to hantavirus.
2026-05-10 01:42:09,msnbc.com,ms.now,17 Americans on cruise ship with hantavirus outbreak will be taken to Nebraska for isolation.
2026-05-10 00:56:21,cbsnews.com,cbsnews.com,"Hantavirus has led to cruise passengers being evacuated to their home countries, including Americans."
2026-05-10 00:18:07,cbsnews.com,cbsnews.com,Americans were evacuated from a cruise ship due to hantavirus concerns.
2026-05-10 00:11:50,virginiamercury.com,virginiamercury.com,Virginia is monitoring for possible hantavirus cases.
